text
"Bronx, Belmont: Drop-off site at Fordham Plaza Food Scrap Drop-off (E Fordham Rd between Webster Ave & Third Ave). Open Friday (Start Time: 8:00 AM - End Time:  11:30 AM). Note: No meat, bones, or dairy"
"Manhattan, Midtown South-Flatiron-Union Square: Drop-off site at **Open on Mon 11/21, Tue 11/22, Wed 11/23, Fri 11/25, Sat 11/26** Union Square Gr (E 17th St & Union Square E, New York, NY). Open Monday, Wednesday, Friday, Saturday (Start Time: 8:00 AM - End Time:  5:00 PM). Note: No additional notes."
"Brooklyn, Bedford-Stuyvesant (East): Drop-off site at Bed Stuy Fresh Food Box (Decatur St and Lewis Ave). Open Saturday (Start Time: 11:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Brooklyn, Sunset Park (Central): Drop-off site at 7th Ave Sunset Park Greenmarket (7th Ave & 44th St). Open Saturday (Start Time: 8:00 AM - End Time:  12:00 PM). Note: No meat, bones, or dairy."
"Manhattan, Washington Heights (South): Drop-off site at Morris-Jumel Community Garden (457 West 162nd Street). Open Saturday and Sunday (Start Time: 12:00 PM - End Time:  5:00 PM). Note: Please bring your food scraps to the “Compost Here” bin at the back of the garden Sat-Sun 12-5 and whenever the garden gate is open. We will have brown bins out on the sidewalk on other days and times when we have capacity to haul these food scraps to ou"
"Staten Island, Tompkinsville-Stapleton-Clifton-Fox Hills: Drop-off site at Staten Island Urban Center (208 Bay Street). Open Saturday (Start Time: 11:00 AM - End Time:  1:30 PM). Note: No additional notes."
"Manhattan, East Harlem (North): Drop-off site at Pleasant Village Community Garden (Along gates on the southside of 119th Street between Pleasant Avenue and FDR Drive). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: No additional notes."
"Brooklyn, Flatbush (West)-Ditmas Park-Parkville: Drop-off site at Cortelyou Greenmarket (Cortelyou Rd and Rugby Rd). Open Sunday (Start Time: 9:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Brooklyn, Ocean Hill: Drop-off site at Farmers Garden (1899 Bergen Street). Open Thursday, Saturday, Sunday (Start Time: Thursday 1:00 PM, Saturday 11:00 AM, Sunday 11:00 AM - End Time:  Thursday 4:00 PM, Saturday 3:00 PM, Sunday 3:00 PM). Note: No additional notes."
"Bronx, Tremont: Drop-off site at La Familia Verde Farmer's Market (Tremont Ave between LaFontaine and Arthur Ave (Tremont Park)). Open Tuesday (Start Time: 8:00 AM - End Time:  2:00 PM). Note: Visit the Center Farm stand to drop off your food scraps."
"Queens, Rockaway Beach-Arverne-Edgemere: Drop-off site at Far Rock Urban Agro-Education Center (45-55 Beach Channel Dr, Far Rockaway, NY, 11691). Open Tuesday and Thursday (Start Time: 10:00 AM - End Time:  2:00 PM). Note: No additional notes."
"Bronx, Mott Haven-Port Morris: Drop-off site at Padre Plaza Community Garden (541 E 139th St, Bronx, NY 10454). Open Monday and Wednesday (Start Time: 12:00 PM - End Time:  5:00 PM). Note: No additional notes."
"Manhattan, Chelsea-Hudson Yards: Drop-off site at Hudson River Park Pier 66 at W 26 St (Pier 66 at W 26 St). Open Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Note: No additional notes."
"Manhattan, East Harlem (North): Drop-off site at Carver Community Garden (242 East 124th). Open Wednesday (Start Time: 10:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Queens, Baisley Park: Drop-off site at 50 Cent Community Garden (117-15 165th St. Queens, New York, 11434). Open Saturdays (Start Time: 11:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Brooklyn, Flatbush (West)-Ditmas Park-Parkville: Drop-off site at Q Gardens (58 E 18th St, Brooklyn, NY 11226). Open Tuesday, Friday, Saturday, Sunday (Start Time: Tuesday 6:00 PM, Friday - Sunday Dawn - End Time:  Tuesday 8:00 PM. Friday + Saturday all night, Sunday until 4:00PM). Note: No meat, bones, or dairy."
"Bronx, Throgs Neck-Schuylerville: Drop-off site at The Garden at Preston (2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)). Open Tuesday (Start Time: 4:00 PM - End Time:  7:00 PM). Note: No additional notes."
"Brooklyn, Brownsville: Drop-off site at Abib Newborn Learning Garden (495 Osborn St, Brooklyn, NY 11212). Open Monday, Wednesday, Friday (Start Time: 10:00 AM - End Time:  6:00 PM). Note: No additional notes."
"Manhattan, The Battery-Governors Island-Ellis Island-Liberty Island: Drop-off site at Governors Island Zero Waste Stations (Several locations throughout Governors Island). Open Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule). Note: No additional notes."
"Queens, Jackson Heights: Drop-off site at Jackson Heights Greenmarket (79th St and Northern Blvd). Open Sunday (Start Time: 8:30 AM - End Time:  2:00 PM). Note: No additional notes."
"Queens, Forest Hills: Drop-off site at Commonpoint Queens in partnership with The Forest Hills Green Team (NE corner of 67 Rd & 108th Street 67-09 108th St, Forest Hills, NY 11375). Open Sunday (Start Time: 10:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Brooklyn, Downtown Brooklyn-DUMBO-Boerum Hill: Drop-off site at Vinegar Hill Community Garden (199 York St, Brooklyn, NY 11201). Open Sunday (Start Time: 12:30 PM - End Time:  2:00 PM). Note: No additional notes."
"Brooklyn, Crown Heights (North): Drop-off site at Imani Community Garden (87-91 Schenectady Ave, Brooklyn, NY 11213). Open Wednesday and Saturday (Start Time: Saturday 11:00 AM, Wednesday 8:00 AM - End Time:  Saturday 1:00 PM, Wednesday 10:00 AM). Note: No additional notes."
"Brooklyn, Crown Heights (North): Drop-off site at Crown Heights Franklin Ave Food Scrap Drop-off (Franklin Avenue & Eastern Parkway). Open Thursday (Start Time: 8:30 AM - End Time:  11:30 AM). Note: No additional notes."
"Queens, Kew Gardens: Drop-off site at Kew Gardens Cinemas Park (8105 Lefferts Blvd, Kew Gardens, NY 11415). Open Sunday (Start Time: 8:30 AM - End Time:  12:00 PM). Note: No additional notes."
"Bronx, Highbridge: Drop-off site at Target Bronx Community Garden (1024 Woodycrest Avenue). Open Monday (Start Time: 10:00 AM - End Time:  5:00 PM). Note: Bins at gate during winter months"
"Queens, Sunnyside Yards (South): Drop-off site at Sunnyside Greenmarket (Skillman Ave between 42nd St. and 43rd St.). Open Saturday (Start Time: 9:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Bronx, Kingsbridge Heights-Van Cortlandt Village: Drop-off site at Kingsbridge Heights Community Center (3101 Kingsbridge Terrace, Bronx NY 10463). Open Wednesday (Start Time: 12:00 PM - End Time:  2:00 PM). Note: No additional notes."
"Brooklyn, Williamsburg: Drop-off site at McCarren Park Greenmarket (N 12th St and Driggs Ave). Open Saturday (Start Time: 8:00 AM - End Time:  12:00 PM). Note: No additional notes."
"Manhattan, Harlem (South): Drop-off site at Joseph Daniel Wilson Memorial Garden (219 W 122nd St, New York, NY 10027). Open Sunday (Start Time: 10:00 AM - End Time:  Dusk). Note: No additional notes."
"Queens, Corona: Drop-off site at Corona Greenmarket (Roosevelt Ave at 103 Street, Queens). Open Friday (Start Time: 8:00 AM - End Time:  1:30 PM). Note: No meat, bones, or dairy"
"Bronx, Norwood: Drop-off site at Museum of Bronx History (3266 Bainbridge Avenue, Bronx, NY 10467). Open Alternating Tuesdays: 7/11, 7/25, 8/8, 8/22, 9/5, 9/19 (Start Time: 11:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Manhattan, West Village: Drop-off site at Hudson River Park's Pier 40 at W. Houston St. (Pier 40 at Houston St. near dog park). Open Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Note: No additional notes."
"Queens, Astoria (North)-Ditmars-Steinway: Drop-off site at Astoria Pug: Hoyt (Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that’s officially called SITTING AREA). Open Saturday: After 9 AM (Start Time: Varies - End Time:  Varies). Note: No additional notes."
"Queens, Astoria (Central): Drop-off site at Astoria Pug: Most Precious Blood (32-23 36th St, Queens, NY 11106 (inside parking lot)). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: No additional notes."
"Manhattan, West Village: Drop-off site at Abingdon Square Greenmarket (W 12th St and 8th Ave). Open Saturday (Start Time: 8:00 AM - End Time:  2:00 PM). Note: No additional notes."
"Queens, Jamaica: Drop-off site at King Manor Museum (150-03 Jamaica Ave, Jamaica, NY 11432). Open Friday and Saturday (Start Time: Friday 10 AM; Saturday 9:30 - End Time:  Friday 4:00 PM, Saturday 2:30 PM). Note: No additional notes."
"Manhattan, Hamilton Heights-Sugar Hill: Drop-off site at 145th St Food Scrap Drop-off (145th St & Edgecombe Ave). Open Thursday (Start Time: 7:30 AM - End Time:  12:00 PM). Note: No additional notes."
"Brooklyn, East New York (North): Drop-off site at East New York Farms: Nehemiah Ten Community Garden (565 Barbey St, Brooklyn, NY 11207). Open Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tuesday from 6:30pm - 8pm; Friday from 6:30pm - 8pm; Saturday from 8am - 2pm (Start Time: Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tu. Note: No additional notes."
"Brooklyn, The Evergreens Cemetery: Drop-off site at Aberdeen Community Garden (91 Aberdeen St, Brooklyn, 11207). Open Sunday (Start Time: 1:00 PM - End Time:  December-February 4:00 PM, March-November 5:00 PM). Note: No additional notes."
"Brooklyn, Dyker Heights: Drop-off site at Lief Ericson Park Food Scrap Drop-off Site (Fort Hamilton Pkwy b/t 66 & 67 Sts). Open Wednesdays (Start Time: 8:30 AM - End Time:  12:30 PM). Note: No additional notes."
"Bronx, Parkchester: Drop-off site at Parkchester Greenmarket (Westchester Ave and White Plains Rd.). Open Friday (Start Time: 8:00 AM - End Time:  12:00 PM). Note: No meat, bones, or dairy"
"Manhattan, Upper East Side-Lenox Hill-Roosevelt Island: Drop-off site at Roosevelt Island Farmers Market (543 Main St, New York, NY 10044). Open Saturday (Start Time: 9:00 AM - End Time:  2:00 PM). Note: No additional notes."
"Manhattan, Chelsea-Hudson Yards: Drop-off site at Hudson River Park's Chelsea Waterside Park at W. 23rd St. (Chelsea Waterside Park near the playground). Open Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Note: No additional notes."
"Manhattan, Hamilton Heights-Sugar Hill: Drop-off site at Jenny's Garden (699 West 138th Street). Open Sunday (Start Time: 12:00 PM - End Time:  1:00 PM). Note: Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates.  Please DO NOT leave bags of food scraps by gate when the garden is closed.  Remember to remove p"
"Manhattan, Upper West Side (Central): Drop-off site at 79th St. Greenmarket (77th Street between Columbus Ave and Central Park West). Open Sunday (Start Time: 9:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Queens, Glendale: Drop-off site at Glendale Community Garden (74-10 88th St, Glendale, NY 11385). Open Friday and Saturday (Start Time: 11:00 AM - End Time:  4:00 PM). Note: No additional notes."
"Bronx, Mount Eden-Claremont (West): Drop-off site at New Settlement Community Center (1501 Jerome Ave, Bronx, NY 10452). Open Thursday, Friday, Saturday (Start Time: Thursday 1:00 PM, Friday 1:00 PM, Saturday 10:30 AM - End Time:  Thursday 5:00 PM, Friday 5:00 PM, Saturday 12:30 PM). Note: No additional notes."
"Queens, Queensbridge-Ravenswood-Dutch Kills: Drop-off site at Socrates Sculpture Park (Broadway & Vernon Blvd, Queens, NY 11106). Open Every day (Start Time: 9:00 AM - End Time:  Dusk). Note: No additional notes."
"Bronx, Mott Haven-Port Morris: Drop-off site at Friends of Brook Park Community Garden (494 E 141st St, The Bronx, NY 10454). Open Saturday and Sunday (Start Time: 10:00 AM - End Time:  4:00 PM). Note: No additional notes."
"Queens, Rockaway Beach-Arverne-Edgemere: Drop-off site at Edgemere Farm (385 Beach 45th St, Far Rockaway, NY 11691). Open Wednesday, Thursday, Friday, Saturday (Start Time: 10:00 AM - End Time:  Wednesday-Friday 5:00 PM, Saturday 3:00 PM). Note: No additional notes."
"Manhattan, Inwood Hill Park: Drop-off site at Inwood Greenmarket (Seaman Ave and Isham St (N corner)). Open Saturday (Start Time: 8:00 AM - End Time:  12:00 PM). Note: No additional notes."
"Manhattan, Chelsea-Hudson Yards: Drop-off site at Hudson River Park's Pier 76 at W. 34th St. (Pier 76 at 34th Street and 12th Ave outside of compost yard South of 34th St). Open Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Note: No additional notes."
"Manhattan, East Village: Drop-off site at Down to Earth Garden (formerly Children's Garden) (546 East 12th St, New York, NY 10009). Open Tuesday and Sunday (Start Time: Tuesday 1:30 PM, Sunday 12:00 PM - End Time:  Tuesday 4:00 PM, Sunday 4:00 PM). Note: Keep food scraps and plant material separated. This site accepts meat, fish, and dairy"
"Brooklyn, Flatbush: Drop-off site at Flatbush Junction Food Scrap Drop-off (Hillel Pl & Flatbush Ave). Open Friday (Start Time: 8:30 AM - End Time:  2:30 PM). Note: No meat, bones, or dairy"
"Manhattan, Upper West Side (Central): Drop-off site at West Side Community Garden (West of 110 West 90th street, New York, NY 10024 (between Columbus Ave and Amsterdam Ave)). Open Sundays (Start Time: 11:00 AM - End Time:  12:00 PM). Note: Receptacles are placed outside the West Side Community Garden gate. No rice, bread, pasta, and grains. The drop-off will be closed during inclement weather including rain and snow. Please check www.instagram.com/westsidecommunitygarden for closure announ"
"Queens, Sunnyside: Drop-off site at Woodside Sunnyside Composting (50th St and Barnett Avenue Woodside, NY 11104). Open Sunday (Start Time: 2:00 PM - End Time:  5:00 PM (Spring, Summer)). Note: No additional notes."
"Queens, Sunnyside: Drop-off site at 45th Street Composters (41-12 45th Street (45th St & Skillman Ave, Queens, NY 11104)). Open Sunday (Start Time: 10:30 AM - End Time:  1:00 PM). Note: No additional notes."
"Brooklyn, Williamsburg: Drop-off site at Domino Park (15 River Street Brooklyn, NY 11249). Open Monday and Thursday (Start Time: Monday 10:00 AM, Thursday, 6:00 PM - End Time:  Monday 12:00 PM, Thursday 8:00 PM). Note: No additional notes."
"Manhattan, Upper East Side-Yorkville: Drop-off site at Asphalt Green Food Scrap Drop-off (East 91st St & York Ave). Open Sunday (Start Time: 7:30 AM - End Time:  12:30 PM). Note: No additional notes."
"Queens, Elmhurst: Drop-off site at St. James Compost (86-02 Broadway, Elmhurst, NY 11373). Open Every day (Start Time: 9:00 AM - End Time:  6:00 PM). Note: No additional notes."
"Brooklyn, Marine Park-Mill Basin-Bergen Beach: Drop-off site at Genovesi Environmental Study Center (7151 Avenue T, Brooklyn, NY 11234). Open Monday - Friday (Start Time: 9:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Brooklyn, Park Slope: Drop-off site at Old Stone House Brooklyn (336 3rd St, Brooklyn, NY 11215). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: No additional notes."
"Manhattan, East Harlem (North): Drop-off site at Rodale Pleasant Park Community Garden (437 E 114th St, New York, NY 10029). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: To volunteer, email Flosparks0306@gmail.com."
"Staten Island, Snug Harbor: Drop-off site at *CLOSED UNTIL JUNE 2024* Compost Demonstration Site at Snug Harbor Cultural Cente (Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace). Open Thursday and Saturday (Start Time: 4:00 PM - End Time:  7:00 PM). Note: No additional notes."
"Manhattan, Harlem (North): Drop-off site at Abyssinian Tot Lot (130 W 139th St, New York, NY 10030). Open Saturday (Start Time: 8:00 AM - End Time:  12:30 PM). Note: No additional notes."
"Queens, Kew Gardens: Drop-off site at Anshe Shalom Chabad JCC (82-52 Abingdon Road Kew Gardens, NY 11415). Open Sunday - Friday (Start Time: Dawn - End Time:  Dusk). Note: No additional notes."
"Brooklyn, East Williamsburg: Drop-off site at Sure We Can (219 McKibben Street, Brooklyn, NY 11206). Open Monday - Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday 5:00 PM, Saturday 1:00 PM). Note: No additional notes."
"Manhattan, Lower East Side: Drop-off site at *LAST DAY DECEMBER 4* Grand Street & Clinton Street (Grand Street & Clinton Street). Open Monday (Start Time: 9:00 AM - End Time:  2:00 PM). Note: No additional notes."
"Queens, Astoria (Central): Drop-off site at Astoria Pug: Broadway (32-11 31st St, Queens, NY 11106). Open Saturday (Start Time: 9:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Manhattan, Hell's Kitchen: Drop-off site at *LAST DAY DECEMBER 5* 10th Avenue and 43rd Street (Southeeast Corder of 10th Avenue and 43rd STreet, NY NY 10036). Open Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM). Note: No additional notes."
"Queens, Jackson Heights: Drop-off site at Farm Spot CSA (33-50 82nd street). Open Thursday (Start Time: 6:00 PM - End Time:  7:30 PM). Note: No additional notes."
"Brooklyn, Downtown Brooklyn-DUMBO-Boerum Hill: Drop-off site at Brooklyn Borough Hall Saturday Greenmarket (Court St. and Montague St.). Open Saturday (Start Time: 8:00 AM - End Time:  12:00 PM). Note: No additional notes."
"Queens, Ridgewood: Drop-off site at Ridgewood Farmstand (Cypress Ave btw Myrtle Ave. and Putnam Ave.). Open Saturday (Start Time: 9:30 AM - End Time:  1:30 PM). Note: No additional notes."
"Brooklyn, East New York-New Lots: Drop-off site at East New York Farms: UCC Youth Farm (613 New Lots Avenue). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: No additional notes."
"Brooklyn, East New York (North): Drop-off site at East New York Farms: St. John Community Garden (474 New Jersey Ave, Brooklyn, NY 11207). Open 24/7 (Start Time: 24/7 - End Time:  24/7). Note: No additional notes."
"Brooklyn, Bushwick (East): Drop-off site at Wilson Ave Food Scrap Drop-off (Wilson Ave & Moffat St (near L train)). Open Thursday (Start Time: 9:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Manhattan, The Battery-Governors Island-Ellis Island-Liberty Island: Drop-off site at Governors Island Compost Learning Center (758 Enright Rd). Open Saturday and Sunday (Start Time: 12:00 PM - End Time:  4:00 PM). Note: No additional notes."
"Brooklyn, Ocean Hill: Drop-off site at Phoenix Community Garden (36 Somers Street, Brooklyn, NY 11233). Open Saturday (Start Time: 11:00 AM - End Time:  3:00 PM). Note: No additional notes."
"Manhattan, Upper West Side-Manhattan Valley: Drop-off site at 97th Street Greenmarket (W 97th St and Amsterdam Ave). Open Friday (Start Time: 8:00 AM - End Time:  12:30 PM). Note: No meat, bones, or dairy"
"Bronx, Tremont: Drop-off site at Mary Mitchell Center (2007 Mapes Ave, Bronx, NY 10460). Open Monday - Friday (Start Time: 9:00 AM - End Time:  5:00 PM). Note: No additional notes."
"Brooklyn, Sunset Park (West): Drop-off site at Los Colibríes Community Garden (219 34th Street, Brooklyn 11232). Open Sunday (Start Time: 11:00 AM - End Time:  4:00 PM). Note: No meat, bones, or dairy."
"Staten Island, Port Richmond: Drop-off site at *CLOSED FOR THE SEASON* West Brighton (Chappell Street and Henderson Avenue). Open Friday (Start Time: 4:00 PM - End Time:  5:30 PM). Note: No additional notes."
"Brooklyn, Bensonhurst: Drop-off site at Bensonhurst Greenmarket (18th Ave btwn 81st & 82nd Streets). Open Sunday (Start Time: 9:00 AM - End Time:  1:00 PM). Note: No additional notes."
"Queens, South Jamaica: Drop-off site at CPF Liberty Collective Learning Garden (106-1 173rd Street, Jamaica, NY). Open Mon & Weds (Start Time: 10:00 AM - End Time:  4:00 PM). Note: No additional notes."
"Queens, Rego Park: Drop-off site at The Compost Collective (The corner of Yellowstone Blvd, and Kessel Street Forest Hills, NY 11375). Open Saturday (Start Time: 12:00 PM - End Time:  2:00 PM). Note: No additional notes."
"Bronx, Norwood: Drop-off site at Keepers House Edible Garden (3400 Reservoir Oval East). Open Every day (Start Time: 9:00 AM - End Time:  8:00 PM). Note: No additional notes."
"Queens, Astoria (North)-Ditmars-Steinway: Drop-off site at Astoria Pug: Ditmars (Ditmars #1 Municipal Parking Field 22-18 33rd Street). Open Saturday (Start Time: 9:00 AM - End Time:  3:45 PM). Note: No additional notes."
"Bronx, University Heights (North)-Fordham: Drop-off site at New Beginnings Community Garden (2502 Davidson Ave). Open Friday, Saturday, Sunday (Start Time: Saturday 2:00 PM, Sunday 2:00 PM, Friday 5:00 PM - End Time:  Saturday 5:00 PM, Sunday 5:00 PM, Friday 6:00 PM). Note: No additional notes."
"Manhattan, Chelsea-Hudson Yards: Drop-off site at Hudson River Park's 14th Street Park at 10th Ave. (14th Street Park at southwest corner of 15th St. and 10th Ave). Open Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Note: No additional notes."
"Bronx, Riverdale-Spuyten Duyvil: Drop-off site at Riverdale Neighborhood House (5521 Mosholu Ave Bronx, NY 10471). Open Thursday (Start Time: 1:00 PM - End Time:  6:00 PM). Note: No additional notes."
